Visiting 2147, was 18446744073709551615 now lower: 1
Visiting 3845, was 18446744073709551615 now lower: 33
Visiting 3733, was 18446744073709551615 now lower: 33
Visiting 3846, was 18446744073709551615 now lower: 34
Visiting 3734, was 18446744073709551615 now lower: 34
Visiting 3847, was 18446744073709551615 now lower: 35
Visiting 3956, was 18446744073709551615 now lower: 32
Visiting 3844, was 18446744073709551615 now lower: 32
Visiting 3957, was 18446744073709551615 now lower: 33
Visiting 4070, was 18446744073709551615 now lower: 34
Visiting 3958, was 18446744073709551615 now lower: 34
Visiting 4071, was 18446744073709551615 now lower: 35
Visiting 3959, was 18446744073709551615 now lower: 35
Visiting 4072, was 18446744073709551615 now lower: 36
Visiting 3960, was 18446744073709551615 now lower: 36
Visiting 4073, was 18446744073709551615 now lower: 37
Visiting 3961, was 18446744073709551615 now lower: 37
Visiting 3848, was 18446744073709551615 now lower: 38
Visiting 4074, was 18446744073709551615 now lower: 38
Visiting 3962, was 18446744073709551615 now lower: 38
Visiting 3849, was 18446744073709551615 now lower: 39
Visiting 4075, was 18446744073709551615 now lower: 39
Visiting 4188, was 18446744073709551615 now lower: 40
Visiting 4301, was 18446744073709551615 now lower: 41
Visiting 4187, was 18446744073709551615 now lower: 41
Visiting 4300, was 18446744073709551615 now lower: 42
Visiting 4186, was 18446744073709551615 now lower: 42
Visiting 4299, was 18446744073709551615 now lower: 43
Visiting 4185, was 18446744073709551615 now lower: 43
Visiting 4298, was 18446744073709551615 now lower: 44
Visiting 4184, was 18446744073709551615 now lower: 44
Visiting 4297, was 18446744073709551615 now lower: 45
Visiting 4183, was 18446744073709551615 now lower: 45
Visiting 4296, was 18446744073709551615 now lower: 46
Visiting 4182, was 18446744073709551615 now lower: 46
Visiting 4069, was 18446744073709551615 now lower: 47
Visiting 4295, was 18446744073709551615 now lower: 47
Visiting 4408, was 18446744073709551615 now lower: 48
Visiting 4521, was 18446744073709551615 now lower: 49
Visiting 4409, was 18446744073709551615 now lower: 49
Visiting 4522, was 18446744073709551615 now lower: 50
Visiting 4410, was 18446744073709551615 now lower: 50
Visiting 4523, was 18446744073709551615 now lower: 51
Visiting 4411, was 18446744073709551615 now lower: 51
Visiting 4524, was 18446744073709551615 now lower: 52
Visiting 4412, was 18446744073709551615 now lower: 52
Visiting 4525, was 18446744073709551615 now lower: 53
Visiting 4409, was 49 now lower: 47
Visiting 4522, was 50 now lower: 48
Visiting 4410, was 50 now lower: 48
Visiting 4523, was 51 now lower: 49
Visiting 4411, was 51 now lower: 49
Visiting 4524, was 52 now lower: 50
Visiting 4412, was 52 now lower: 50
Visiting 4525, was 53 now lower: 51
Visiting 4410, was 48 now lower: 46
Visiting 4523, was 49 now lower: 47
Visiting 4411, was 49 now lower: 47
Visiting 4524, was 50 now lower: 48
Visiting 4412, was 50 now lower: 48
Visiting 4525, was 51 now lower: 49
Visiting 4411, was 47 now lower: 45
Visiting 4524, was 48 now lower: 46
Visiting 4412, was 48 now lower: 46
Visiting 4525, was 49 now lower: 47
Visiting 4412, was 46 now lower: 44
Visiting 4525, was 47 now lower: 45
Visiting 3736, was 18446744073709551615 now lower: 40
Visiting 3623, was 18446744073709551615 now lower: 41
Visiting 3735, was 18446744073709551615 now lower: 41
Visiting 3622, was 18446744073709551615 now lower: 42
Visiting 3509, was 18446744073709551615 now lower: 43
Visiting 3621, was 18446744073709551615 now lower: 43
Visiting 3508, was 18446744073709551615 now lower: 44
Visiting 3396, was 18446744073709551615 now lower: 44
Visiting 3510, was 18446744073709551615 now lower: 44
Visiting 3397, was 18446744073709551615 now lower: 45
Visiting 3284, was 18446744073709551615 now lower: 46
Visiting 3171, was 18446744073709551615 now lower: 47
Visiting 3058, was 18446744073709551615 now lower: 48
Visiting 2945, was 18446744073709551615 now lower: 49
Visiting 3057, was 18446744073709551615 now lower: 49
Visiting 2944, was 18446744073709551615 now lower: 50
Visiting 3056, was 18446744073709551615 now lower: 50
Visiting 2943, was 18446744073709551615 now lower: 51
Visiting 3055, was 18446744073709551615 now lower: 51
Visiting 2942, was 18446744073709551615 now lower: 52
Visiting 2832, was 18446744073709551615 now lower: 50
Visiting 2719, was 18446744073709551615 now lower: 51
Visiting 2606, was 18446744073709551615 now lower: 52
Visiting 2493, was 18446744073709551615 now lower: 53
Visiting 2380, was 18446744073709551615 now lower: 54
Visiting 2492, was 18446744073709551615 now lower: 54
Visiting 2379, was 18446744073709551615 now lower: 55
Visiting 2491, was 18446744073709551615 now lower: 55
Visiting 2378, was 18446744073709551615 now lower: 56
Visiting 2265, was 18446744073709551615 now lower: 57
Visiting 2152, was 18446744073709551615 now lower: 58
Visiting 2266, was 18446744073709551615 now lower: 58
Visiting 2153, was 18446744073709551615 now lower: 59
Visiting 2267, was 18446744073709551615 now lower: 59
Visiting 2154, was 18446744073709551615 now lower: 60
Visiting 2041, was 18446744073709551615 now lower: 61
Visiting 1928, was 18446744073709551615 now lower: 62
Visiting 2040, was 18446744073709551615 now lower: 62
Visiting 1927, was 18446744073709551615 now lower: 63
Visiting 2039, was 18446744073709551615 now lower: 63
Visiting 1926, was 18446744073709551615 now lower: 64
Visiting 2038, was 18446744073709551615 now lower: 64
Visiting 1925, was 18446744073709551615 now lower: 65
Visiting 2037, was 18446744073709551615 now lower: 65
Visiting 1924, was 18446744073709551615 now lower: 66
Visiting 2150, was 18446744073709551615 now lower: 66
Visiting 2036, was 18446744073709551615 now lower: 66
Visiting 1923, was 18446744073709551615 now lower: 67
Visiting 2149, was 18446744073709551615 now lower: 67
Visiting 2035, was 18446744073709551615 now lower: 67
Visiting 1922, was 18446744073709551615 now lower: 68
Visiting 1809, was 18446744073709551615 now lower: 69
Visiting 1696, was 18446744073709551615 now lower: 70
Visiting 1810, was 18446744073709551615 now lower: 70
Visiting 1697, was 18446744073709551615 now lower: 71
Visiting 1811, was 18446744073709551615 now lower: 71
Visiting 1698, was 18446744073709551615 now lower: 72
Visiting 1812, was 18446744073709551615 now lower: 72
Visiting 1699, was 18446744073709551615 now lower: 73
Visiting 1813, was 18446744073709551615 now lower: 73
Visiting 1700, was 18446744073709551615 now lower: 74
Visiting 1814, was 18446744073709551615 now lower: 74
Visiting 1701, was 18446744073709551615 now lower: 75
Visiting 1815, was 18446744073709551615 now lower: 75
Visiting 1702, was 18446744073709551615 now lower: 76
Visiting 1589, was 18446744073709551615 now lower: 77
Visiting 1476, was 18446744073709551615 now lower: 78
Visiting 1588, was 18446744073709551615 now lower: 78
Visiting 1475, was 18446744073709551615 now lower: 79
Visiting 1587, was 18446744073709551615 now lower: 79
Visiting 1474, was 18446744073709551615 now lower: 80
Visiting 1586, was 18446744073709551615 now lower: 80
Visiting 1473, was 18446744073709551615 now lower: 81
Visiting 1585, was 18446744073709551615 now lower: 81
Visiting 1472, was 18446744073709551615 now lower: 82
Visiting 1584, was 18446744073709551615 now lower: 82
Visiting 1471, was 18446744073709551615 now lower: 83
Visiting 1583, was 18446744073709551615 now lower: 83
Visiting 1470, was 18446744073709551615 now lower: 84
Visiting 1357, was 18446744073709551615 now lower: 85
Visiting 1244, was 18446744073709551615 now lower: 86
Visiting 1358, was 18446744073709551615 now lower: 86
Visiting 1245, was 18446744073709551615 now lower: 87
Visiting 1359, was 18446744073709551615 now lower: 87
Visiting 1246, was 18446744073709551615 now lower: 88
Visiting 1360, was 18446744073709551615 now lower: 88
Visiting 1247, was 18446744073709551615 now lower: 89
Visiting 1361, was 18446744073709551615 now lower: 89
Visiting 1248, was 18446744073709551615 now lower: 90
Visiting 1135, was 18446744073709551615 now lower: 91
Visiting 1022, was 18446744073709551615 now lower: 92
Visiting 1134, was 18446744073709551615 now lower: 92
Visiting 1136, was 18446744073709551615 now lower: 92
Visiting 1023, was 18446744073709551615 now lower: 93
Visiting 910, was 18446744073709551615 now lower: 94
Visiting 797, was 18446744073709551615 now lower: 95
Visiting 909, was 18446744073709551615 now lower: 95
Visiting 911, was 18446744073709551615 now lower: 95
Visiting 798, was 18446744073709551615 now lower: 96
Visiting 685, was 18446744073709551615 now lower: 97
Visiting 572, was 18446744073709551615 now lower: 98
Visiting 684, was 18446744073709551615 now lower: 98
Visiting 571, was 18446744073709551615 now lower: 99
Visiting 458, was 18446744073709551615 now lower: 100
Visiting 345, was 18446744073709551615 now lower: 101
Visiting 459, was 18446744073709551615 now lower: 101
Visiting 346, was 18446744073709551615 now lower: 102
Visiting 233, was 18446744073709551615 now lower: 103
Visiting 120, was 18446744073709551615 now lower: 104
Visiting 232, was 18446744073709551615 now lower: 104
Visiting 119, was 18446744073709551615 now lower: 105
Visiting 231, was 18446744073709551615 now lower: 105
Visiting 118, was 18446744073709551615 now lower: 106
Visiting 344, was 18446744073709551615 now lower: 106
Visiting 230, was 18446744073709551615 now lower: 106
Visiting 117, was 18446744073709551615 now lower: 107
Visiting 229, was 18446744073709551615 now lower: 107
Visiting 116, was 18446744073709551615 now lower: 108
Visiting 228, was 18446744073709551615 now lower: 108
Visiting 115, was 18446744073709551615 now lower: 109
Visiting 227, was 18446744073709551615 now lower: 109
Visiting 114, was 18446744073709551615 now lower: 110
Visiting 340, was 18446744073709551615 now lower: 110
Visiting 453, was 18446744073709551615 now lower: 111
Visiting 341, was 18446744073709551615 now lower: 111
Visiting 454, was 18446744073709551615 now lower: 112
Visiting 342, was 18446744073709551615 now lower: 112
Visiting 455, was 18446744073709551615 now lower: 113
Visiting 343, was 18446744073709551615 now lower: 113
Visiting 456, was 18446744073709551615 now lower: 114
Visiting 569, was 18446744073709551615 now lower: 115
Visiting 457, was 18446744073709551615 now lower: 115
Visiting 570, was 18446744073709551615 now lower: 116
Visiting 683, was 18446744073709551615 now lower: 117
Visiting 682, was 18446744073709551615 now lower: 118
Visiting 795, was 18446744073709551615 now lower: 119
Visiting 681, was 18446744073709551615 now lower: 119
Visiting 568, was 18446744073709551615 now lower: 120
Visiting 794, was 18446744073709551615 now lower: 120
Visiting 680, was 18446744073709551615 now lower: 120
Visiting 567, was 18446744073709551615 now lower: 121
Visiting 793, was 18446744073709551615 now lower: 121
Visiting 679, was 18446744073709551615 now lower: 121
Visiting 566, was 18446744073709551615 now lower: 122
Visiting 792, was 18446744073709551615 now lower: 122
Visiting 905, was 18446744073709551615 now lower: 123
Visiting 1018, was 18446744073709551615 now lower: 124
Visiting 906, was 18446744073709551615 now lower: 124
Visiting 907, was 18446744073709551615 now lower: 125
Visiting 908, was 18446744073709551615 now lower: 126
Visiting 1131, was 18446744073709551615 now lower: 125
Visiting 1019, was 18446744073709551615 now lower: 125
Visiting 1132, was 18446744073709551615 now lower: 126
Visiting 1020, was 18446744073709551615 now lower: 126
Visiting 1133, was 18446744073709551615 now lower: 127
Visiting 1021, was 18446744073709551615 now lower: 127
Visiting 906, was 124 now lower: 122
Visiting 907, was 125 now lower: 123
Visiting 908, was 126 now lower: 124
Visiting 907, was 123 now lower: 121
Visiting 908, was 124 now lower: 122
Visiting 908, was 122 now lower: 120
Visiting 682, was 118 now lower: 116
Visiting 568, was 120 now lower: 116
Visiting 681, was 119 now lower: 117
Visiting 567, was 121 now lower: 117
Visiting 680, was 120 now lower: 118
Visiting 566, was 122 now lower: 118
Visiting 679, was 121 now lower: 119
Visiting 792, was 122 now lower: 120
Visiting 905, was 123 now lower: 121
Visiting 1018, was 124 now lower: 122
Visiting 1131, was 125 now lower: 123
Visiting 1019, was 125 now lower: 123
Visiting 1132, was 126 now lower: 124
Visiting 1020, was 126 now lower: 124
Visiting 1133, was 127 now lower: 125
Visiting 1021, was 127 now lower: 125
Visiting 793, was 121 now lower: 119
Visiting 906, was 122 now lower: 120
Visiting 794, was 120 now lower: 118
Visiting 907, was 121 now lower: 119
Visiting 795, was 119 now lower: 117
Visiting 908, was 120 now lower: 118
Visiting 568, was 116 now lower: 114
Visiting 681, was 117 now lower: 115
Visiting 567, was 117 now lower: 115
Visiting 680, was 118 now lower: 116
Visiting 566, was 118 now lower: 116
Visiting 679, was 119 now lower: 117
Visiting 792, was 120 now lower: 118
Visiting 905, was 121 now lower: 119
Visiting 1018, was 122 now lower: 120
Visiting 1131, was 123 now lower: 121
Visiting 1019, was 123 now lower: 121
Visiting 1132, was 124 now lower: 122
Visiting 1020, was 124 now lower: 122
Visiting 1133, was 125 now lower: 123
Visiting 1021, was 125 now lower: 123
Visiting 793, was 119 now lower: 117
Visiting 906, was 120 now lower: 118
Visiting 794, was 118 now lower: 116
Visiting 907, was 119 now lower: 117
Visiting 567, was 115 now lower: 113
Visiting 680, was 116 now lower: 114
Visiting 566, was 116 now lower: 114
Visiting 679, was 117 now lower: 115
Visiting 792, was 118 now lower: 116
Visiting 905, was 119 now lower: 117
Visiting 1018, was 120 now lower: 118
Visiting 1131, was 121 now lower: 119
Visiting 1019, was 121 now lower: 119
Visiting 1132, was 122 now lower: 120
Visiting 1020, was 122 now lower: 120
Visiting 1133, was 123 now lower: 121
Visiting 1021, was 123 now lower: 121
Visiting 793, was 117 now lower: 115
Visiting 906, was 118 now lower: 116
Visiting 566, was 114 now lower: 112
Visiting 679, was 115 now lower: 113
Visiting 792, was 116 now lower: 114
Visiting 905, was 117 now lower: 115
Visiting 1018, was 118 now lower: 116
Visiting 1131, was 119 now lower: 117
Visiting 1019, was 119 now lower: 117
Visiting 1132, was 120 now lower: 118
Visiting 1020, was 120 now lower: 118
Visiting 1133, was 121 now lower: 119
Visiting 1021, was 121 now lower: 119
Visiting 1, was 18446744073709551615 now lower: 111
Visiting 2, was 18446744073709551615 now lower: 112
Visiting 3, was 18446744073709551615 now lower: 113
Visiting 4, was 18446744073709551615 now lower: 114
Visiting 5, was 18446744073709551615 now lower: 115
Visiting 6, was 18446744073709551615 now lower: 116
Visiting 7, was 18446744073709551615 now lower: 117
Visiting 2, was 112 now lower: 110
Visiting 3, was 113 now lower: 111
Visiting 4, was 114 now lower: 112
Visiting 5, was 115 now lower: 113
Visiting 6, was 116 now lower: 114
Visiting 7, was 117 now lower: 115
Visiting 3, was 111 now lower: 109
Visiting 4, was 112 now lower: 110
Visiting 5, was 113 now lower: 111
Visiting 6, was 114 now lower: 112
Visiting 7, was 115 now lower: 113
Visiting 4, was 110 now lower: 108
Visiting 5, was 111 now lower: 109
Visiting 6, was 112 now lower: 110
Visiting 7, was 113 now lower: 111
Visiting 5, was 109 now lower: 107
Visiting 6, was 110 now lower: 108
Visiting 7, was 111 now lower: 109
Visiting 6, was 108 now lower: 106
Visiting 7, was 109 now lower: 107
Visiting 7, was 107 now lower: 105
Visiting 232, was 104 now lower: 102
Visiting 344, was 106 now lower: 102
Visiting 231, was 105 now lower: 103
Visiting 118, was 106 now lower: 104
Visiting 230, was 106 now lower: 104
Visiting 117, was 107 now lower: 105
Visiting 229, was 107 now lower: 105
Visiting 116, was 108 now lower: 106
Visiting 228, was 108 now lower: 106
Visiting 115, was 109 now lower: 107
Visiting 227, was 109 now lower: 107
Visiting 114, was 110 now lower: 108
Visiting 340, was 110 now lower: 108
Visiting 453, was 111 now lower: 109
Visiting 341, was 111 now lower: 109
Visiting 454, was 112 now lower: 110
Visiting 342, was 112 now lower: 110
Visiting 455, was 113 now lower: 111
Visiting 343, was 113 now lower: 111
Visiting 456, was 114 now lower: 112
Visiting 569, was 115 now lower: 113
Visiting 457, was 115 now lower: 113
Visiting 570, was 116 now lower: 114
Visiting 683, was 117 now lower: 115
Visiting 682, was 116 now lower: 114
Visiting 795, was 117 now lower: 115
Visiting 908, was 118 now lower: 116
Visiting 568, was 114 now lower: 112
Visiting 681, was 115 now lower: 113
Visiting 794, was 116 now lower: 114
Visiting 907, was 117 now lower: 115
Visiting 567, was 113 now lower: 111
Visiting 680, was 114 now lower: 112
Visiting 793, was 115 now lower: 113
Visiting 906, was 116 now lower: 114
Visiting 566, was 112 now lower: 110
Visiting 679, was 113 now lower: 111
Visiting 792, was 114 now lower: 112
Visiting 905, was 115 now lower: 113
Visiting 1018, was 116 now lower: 114
Visiting 1131, was 117 now lower: 115
Visiting 1019, was 117 now lower: 115
Visiting 1132, was 118 now lower: 116
Visiting 1020, was 118 now lower: 116
Visiting 1133, was 119 now lower: 117
Visiting 1021, was 119 now lower: 117
Visiting 1, was 111 now lower: 109
Visiting 2, was 110 now lower: 108
Visiting 3, was 109 now lower: 107
Visiting 4, was 108 now lower: 106
Visiting 5, was 107 now lower: 105
Visiting 119, was 105 now lower: 103
Visiting 6, was 106 now lower: 104
Visiting 459, was 101 now lower: 99
Visiting 346, was 102 now lower: 100
Visiting 233, was 103 now lower: 101
Visiting 120, was 104 now lower: 102
Visiting 7, was 105 now lower: 103
Visiting 796, was 18446744073709551615 now lower: 96
Visiting 684, was 98 now lower: 96
Visiting 571, was 99 now lower: 97
Visiting 458, was 100 now lower: 98
Visiting 345, was 101 now lower: 99
Visiting 232, was 102 now lower: 100
Visiting 344, was 102 now lower: 100
Visiting 231, was 103 now lower: 101
Visiting 118, was 104 now lower: 102
Visiting 230, was 104 now lower: 102
Visiting 117, was 105 now lower: 103
Visiting 229, was 105 now lower: 103
Visiting 116, was 106 now lower: 104
Visiting 228, was 106 now lower: 104
Visiting 115, was 107 now lower: 105
Visiting 227, was 107 now lower: 105
Visiting 114, was 108 now lower: 106
Visiting 340, was 108 now lower: 106
Visiting 453, was 109 now lower: 107
Visiting 341, was 109 now lower: 107
Visiting 454, was 110 now lower: 108
Visiting 342, was 110 now lower: 108
Visiting 455, was 111 now lower: 109
Visiting 343, was 111 now lower: 109
Visiting 456, was 112 now lower: 110
Visiting 569, was 113 now lower: 111
Visiting 457, was 113 now lower: 111
Visiting 570, was 114 now lower: 112
Visiting 683, was 115 now lower: 113
Visiting 682, was 114 now lower: 112
Visiting 795, was 115 now lower: 113
Visiting 908, was 116 now lower: 114
Visiting 568, was 112 now lower: 110
Visiting 681, was 113 now lower: 111
Visiting 794, was 114 now lower: 112
Visiting 907, was 115 now lower: 113
Visiting 567, was 111 now lower: 109
Visiting 680, was 112 now lower: 110
Visiting 793, was 113 now lower: 111
Visiting 906, was 114 now lower: 112
Visiting 566, was 110 now lower: 108
Visiting 679, was 111 now lower: 109
Visiting 792, was 112 now lower: 110
Visiting 905, was 113 now lower: 111
Visiting 1018, was 114 now lower: 112
Visiting 1131, was 115 now lower: 113
Visiting 1019, was 115 now lower: 113
Visiting 1132, was 116 now lower: 114
Visiting 1020, was 116 now lower: 114
Visiting 1133, was 117 now lower: 115
Visiting 1021, was 117 now lower: 115
Visiting 1, was 109 now lower: 107
Visiting 2, was 108 now lower: 106
Visiting 3, was 107 now lower: 105
Visiting 4, was 106 now lower: 104
Visiting 5, was 105 now lower: 103
Visiting 119, was 103 now lower: 101
Visiting 6, was 104 now lower: 102
Visiting 1021, was 115 now lower: 93
Visiting 1133, was 115 now lower: 93
Visiting 1020, was 114 now lower: 94
Visiting 1132, was 114 now lower: 94
Visiting 1019, was 113 now lower: 95
Visiting 1131, was 113 now lower: 95
Visiting 1018, was 112 now lower: 96
Visiting 905, was 111 now lower: 97
Visiting 792, was 110 now lower: 98
Visiting 906, was 112 now lower: 98
Visiting 793, was 111 now lower: 99
Visiting 907, was 113 now lower: 99
Visiting 794, was 112 now lower: 100
Visiting 908, was 114 now lower: 100
Visiting 795, was 113 now lower: 101
Visiting 682, was 112 now lower: 102
Visiting 569, was 111 now lower: 103
Visiting 681, was 111 now lower: 103
Visiting 683, was 113 now lower: 103
Visiting 570, was 112 now lower: 104
Visiting 457, was 111 now lower: 105
Visiting 456, was 110 now lower: 106
Visiting 343, was 109 now lower: 107
Visiting 455, was 109 now lower: 107
Visiting 568, was 110 now lower: 108
Visiting 568, was 108 now lower: 104
Visiting 680, was 110 now lower: 104
Visiting 567, was 109 now lower: 105
Visiting 679, was 109 now lower: 105
Visiting 566, was 108 now lower: 106
Visiting 454, was 108 now lower: 106
Visiting 455, was 107 now lower: 105
Visiting 342, was 108 now lower: 106
Visiting 456, was 106 now lower: 104
Visiting 343, was 107 now lower: 105
Visiting 681, was 103 now lower: 101
Visiting 568, was 104 now lower: 102
Visiting 680, was 104 now lower: 102
Visiting 567, was 105 now lower: 103
Visiting 679, was 105 now lower: 103
Visiting 566, was 106 now lower: 104
Visiting 453, was 107 now lower: 105
Visiting 454, was 106 now lower: 104
Visiting 341, was 107 now lower: 105
Visiting 455, was 105 now lower: 103
Visiting 342, was 106 now lower: 104
Visiting 680, was 102 now lower: 100
Visiting 567, was 103 now lower: 101
Visiting 679, was 103 now lower: 101
Visiting 566, was 104 now lower: 102
Visiting 453, was 105 now lower: 103
Visiting 340, was 106 now lower: 104
Visiting 454, was 104 now lower: 102
Visiting 341, was 105 now lower: 103
Visiting 679, was 101 now lower: 99
Visiting 566, was 102 now lower: 100
Visiting 453, was 103 now lower: 101
Visiting 340, was 104 now lower: 102
Visiting 227, was 105 now lower: 103
Visiting 114, was 106 now lower: 104
Visiting 1, was 107 now lower: 105
Visiting 909, was 95 now lower: 93
Visiting 796, was 96 now lower: 94
Visiting 1134, was 92 now lower: 90
Visiting 1021, was 93 now lower: 91
Visiting 1133, was 93 now lower: 91
Visiting 1020, was 94 now lower: 92
Visiting 1132, was 94 now lower: 92
Visiting 1019, was 95 now lower: 93
Visiting 1131, was 95 now lower: 93
Visiting 1018, was 96 now lower: 94
Visiting 905, was 97 now lower: 95
Visiting 792, was 98 now lower: 96
Visiting 906, was 98 now lower: 96
Visiting 793, was 99 now lower: 97
Visiting 907, was 99 now lower: 97
Visiting 794, was 100 now lower: 98
Visiting 908, was 100 now lower: 98
Visiting 795, was 101 now lower: 99
Visiting 682, was 102 now lower: 100
Visiting 569, was 103 now lower: 101
Visiting 683, was 103 now lower: 101
Visiting 570, was 104 now lower: 102
Visiting 457, was 105 now lower: 103
Visiting 456, was 104 now lower: 102
Visiting 343, was 105 now lower: 103
Visiting 681, was 101 now lower: 99
Visiting 568, was 102 now lower: 100
Visiting 455, was 103 now lower: 101
Visiting 342, was 104 now lower: 102
Visiting 680, was 100 now lower: 98
Visiting 567, was 101 now lower: 99
Visiting 454, was 102 now lower: 100
Visiting 341, was 103 now lower: 101
Visiting 679, was 99 now lower: 97
Visiting 566, was 100 now lower: 98
Visiting 453, was 101 now lower: 99
Visiting 340, was 102 now lower: 100
Visiting 227, was 103 now lower: 101
Visiting 114, was 104 now lower: 102
Visiting 228, was 104 now lower: 102
Visiting 115, was 105 now lower: 103
Visiting 2, was 106 now lower: 104
Visiting 1, was 105 now lower: 103
Visiting 1133, was 91 now lower: 89
Visiting 1020, was 92 now lower: 90
Visiting 1132, was 92 now lower: 90
Visiting 1019, was 93 now lower: 91
Visiting 1131, was 93 now lower: 91
Visiting 1018, was 94 now lower: 92
Visiting 905, was 95 now lower: 93
Visiting 792, was 96 now lower: 94
Visiting 906, was 96 now lower: 94
Visiting 793, was 97 now lower: 95
Visiting 907, was 97 now lower: 95
Visiting 794, was 98 now lower: 96
Visiting 908, was 98 now lower: 96
Visiting 795, was 99 now lower: 97
Visiting 682, was 100 now lower: 98
Visiting 569, was 101 now lower: 99
Visiting 683, was 101 now lower: 99
Visiting 570, was 102 now lower: 100
Visiting 457, was 103 now lower: 101
Visiting 456, was 102 now lower: 100
Visiting 343, was 103 now lower: 101
Visiting 681, was 99 now lower: 97
Visiting 568, was 100 now lower: 98
Visiting 455, was 101 now lower: 99
Visiting 342, was 102 now lower: 100
Visiting 680, was 98 now lower: 96
Visiting 567, was 99 now lower: 97
Visiting 454, was 100 now lower: 98
Visiting 341, was 101 now lower: 99
Visiting 679, was 97 now lower: 95
Visiting 566, was 98 now lower: 96
Visiting 453, was 99 now lower: 97
Visiting 340, was 100 now lower: 98
Visiting 227, was 101 now lower: 99
Visiting 114, was 102 now lower: 100
Visiting 228, was 102 now lower: 100
Visiting 115, was 103 now lower: 101
Visiting 229, was 103 now lower: 101
Visiting 116, was 104 now lower: 102
Visiting 3, was 105 now lower: 103
Visiting 2, was 104 now lower: 102
Visiting 1, was 103 now lower: 101
Visiting 1132, was 90 now lower: 88
Visiting 1019, was 91 now lower: 89
Visiting 1131, was 91 now lower: 89
Visiting 1018, was 92 now lower: 90
Visiting 905, was 93 now lower: 91
Visiting 792, was 94 now lower: 92
Visiting 906, was 94 now lower: 92
Visiting 793, was 95 now lower: 93
Visiting 907, was 95 now lower: 93
Visiting 794, was 96 now lower: 94
Visiting 908, was 96 now lower: 94
Visiting 795, was 97 now lower: 95
Visiting 682, was 98 now lower: 96
